Species,Genus,Family,Marine,Brackish,Freshwater,EggColour,EggColourCategory,Pigment,AdultColour,Development,DevelopmentScore,DevelopmentScore2,Match,MinDepth,MaxDepth,AverageDepth,MeanSurfaceTemp,MeanSurfaceOxygen,MeanSurfaceChlorophyll,Longitude,Latitude ,PositiveLatitude,PostCare,PC1,PC2,,Oxygen,PC1,PC2
Syngnathus_scovelli,Syngnathus,Syngnathidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Green,NA,NA,NA,No,0,6,3,25.57926511,214.3827929,0.280829679,-88.5,31.00524431,31.00524431,2,17.87175615,0.814914873,,217.2048862,14.81250014,-0.173390642
Syngnathus_typhle,Syngnathus,Syngnathidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Green,Benthic,0,1,No,1,20,10.5,15.54265289,262.4040998,0.347756621,10.78084205,48.29433536,48.29433536,2,-31.1783482,-0.116087186,,215.1488711,16.92046172,-0.091797128
Canthigaster_rostrata,Canthigaster,Tetraodontidae,M,NA,F,transparent,Transparent,None,Blue-Brown-Green-White-Yellow,Demersal,1,0,No,1,40,20.5,26.97350365,205.1346571,0.110221367,-79.52986264,20.4461444,20.4461444,0,27.21784865,0.464955075,,208.1308854,24.13414286,0.283831771
Gramma_loreto,Gramma,Grammatidae,M,NA,NA,transparent,Transparent,None,Purple-Yellow,Demersal,1,0,No,1,60,30.5,27.66795198,202.3206953,0.072130238,-76.25521422,17.48120659,17.48120659,0,30.11186864,0.623976379,,235.1437374,-3.646897858,-1.240929018
Nemipterus_virgatus,Nemipterus,Nemipteridae,M,NA,NA,transparent,Transparent,None,Pink-Yellow,NA,NA,NA,No,1,220,110.5,26.73491148,207.5446599,0.268354808,119.3060661,18.40895514,18.40895514,0,24.80551636,0.678713425,,210.4401299,21.78569927,0.293341614
Argyropelecus_hemigymnus,Argyropelecus,Sternoptychidae,M,NA,NA,transparent,Transparent,None,Grey,Pelagic,2,2,No,0,400,200,23.23925077,220.9816274,0.168203855,-85.46597527,-0.651403417,0.651403417,0,10.95286299,-0.257093195,,202.7164569,29.80150802,1.112308152
Eumegistus_brevorti,Eumegistus,Bramidae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,384,1317,850.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,222.2735067,9.590141298,-0.510199896
Gadus_morhua,Gadus,Gadidae,M,B,NA,transparent,Transparent,None,Brown-Grey,Pelagic,2,2,No,0,600,300,NA,NA,NA,NA,NA,NA,0,NA,NA,,202.848166,29.56716863,0.582425346
Lycodes_cortezianus,Lycodes,Zoarcidae,M,NA,NA,transparent,Transparent,None,Black-Brown,NA,NA,NA,No,73,620,346.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,213.8280738,18.34488934,0.331828917
Eumecichthys_fiski,Eumecichthys,Lophotidae,M,NA,NA,transparent,Transparent,None,Grey-Orange,Pelagic,2,2,No,NA,NA,NA,25.1906045,212.6693791,0.141866806,-144.59396,17.55442076,17.55442076,0,19.48300091,0.114390611,,227.1702239,4.650714442,-0.27652456
Merluccius_merluccius,Merluccius,Merlucciidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,30,1075,552.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,354.9324868,-124.4299299,4.742441288
Icichthys_lockingtoni,Icichthys,Centrolophidae,M,NA,NA,envelope clear,Transparent,None,Grey,NA,NA,NA,No,0,900,450,NA,NA,NA,NA,NA,NA,0,NA,NA,,298.4966927,-67.76905497,0.637776011
Thyrsites_atun,Thyrsites,Gempylidae,M,B,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,0,50,25,NA,NA,NA,NA,NA,NA,0,NA,NA,,210.6771336,21.53930759,0.265972813
Trachipterus_fukuzakii,Trachipterus,Trachipteridae,M,NA,NA,"pink, amber",Variety,Carotenoid,Brown,Pelagic,2,2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,267.3863549,-36.44784702,-1.166360931
Trachipterus_ishikawae,Trachipterus,Trachipteridae,M,NA,NA,transparent,Transparent,None,Grey-Red,NA,NA,NA,No,0,1200,600,NA,NA,NA,NA,NA,NA,0,NA,NA,,205.1297403,27.25103627,0.613860117
Cyclopterus_lumpus,Cyclopterus,Cyclopteridae,M,NA,NA,yellow; orange; amber; golden,Yellow-Orange-Amber,Carotenoid,Black*-Blue-Grey,Demersal,1,0,No,0,868,434,NA,NA,NA,NA,NA,NA,1,NA,NA,,244.5426638,-13.36562279,-2.048905089
Dicentrarchus_labrax,Dicentrarchus,Moronidae,M,B,F,transparent,Transparent,None,Grey,Pelagic,2,2,No,10,100,55,16.19755909,252.9060308,0.373707901,9.819681306,48.5557064,48.5557064,0,-21.72417616,-1.238962069,,210.8806144,21.24736073,-0.182342161
Lepidorhombus_whiffiagonis,Lepidorhombus,Scophthalmidae,M,NA,NA,transparent,Transparent,None,Brown,NA,NA,NA,No,100,700,400,NA,NA,NA,NA,NA,NA,0,NA,NA,,203.7472698,28.69706482,0.819982922
Thunnus_obesus,Thunnus,Scombridae,M,NA,NA,clear,Transparent,None,Blue-Grey-Yellow,NA,NA,NA,No,0,500,250,23.94348151,217.5572548,0.137499118,56.20098703,1.640375604,1.640375604,0,14.44846465,-0.201978267,,200.2998476,32.24690076,1.037697034
Chaenocephalus_aceratus,Chaenocephalus,Channichthyidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey*,NA,NA,NA,No,5,770,387.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,206.8657466,25.46576472,0.51641472
Argentina_sphyraena,Argentina,Argentinidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,50,700,375,NA,NA,NA,NA,NA,NA,0,NA,NA,,236.7007861,-5.192979416,-1.036928983
Anguilla_anguilla,Anguilla,Anguillidae,NA,B,F,transparent,Transparent,None,Brown-Yellow,NA,NA,NA,No,0,700,350,13.17575185,279.6081524,0.440997851,19.54104741,55.51222415,55.51222415,0,-48.5224559,0.757740176,,213.051351,19.14220326,0.367761106
Champsocephalus_gunnari,Champsocephalus,Channichthyidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,0,700,350,NA,NA,NA,NA,NA,NA,0,NA,NA,,230.3519568,1.285687496,-0.946484709
Limanda_ferruginea,Limanda,Pleuronectidae,M,NA,NA,transparent,Transparent,None,Brown-Yellow,NA,NA,NA,No,27,364,195.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,248.4199322,-17.21369084,-1.530927557
Hippoglossoides_elassodon,Hippoglossoides,Pleuronectidae,M,NA,NA,"transparent, colourless yolk",Transparent,None,Brown-Grey,NA,NA,NA,No,0,1050,525,NA,NA,NA,NA,NA,NA,0,NA,NA,,214.4681144,17.57759392,-0.280472115
Chionodraco_hamatus,Chionodraco,Channichthyidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,4,600,302,NA,NA,NA,NA,NA,NA,0,NA,NA,,204.7538629,27.66508289,0.780265088
Hime_japonica,Hime,Aulopidae,M,NA,NA,transparent,Transparent,None,Brown-Orange-White,NA,NA,NA,No,85,510,297.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,205.1937236,27.18492546,0.608621453
Eumicrotremus_orbis,Eumicrotremus,Cyclopteridae,M,NA,NA,"translucent envelope, clear yolk",Transparent,None,Brown-Green-Orange,NA,NA,NA,No,0,575,287.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,215.9409172,16.19943224,0.357709011
Glyptocephalus_cynoglossus,Glyptocephalus,Pleuronectidae,M,NA,NA,transparent,Transparent,None,Brown,Pelagic,2,2,No,18,1570,794,NA,NA,NA,NA,NA,NA,0,NA,NA,,251.2771918,-20.15441905,-1.703905988
Lepidopus_altifrons,Lepidopus,Trichiuridae,M,NA,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,100,500,300,NA,NA,NA,NA,NA,NA,0,NA,NA,,202.8016391,29.6922574,0.993135275
Xiphias_gladius,Xiphias,Xiphiidae,M,NA,NA,transparent,Transparent,None,Black-Grey,Pelagic,2,2,No,0,878,439,21.3759865,229.7734726,0.187381434,141.4341525,56.88421112,56.88421112,0,1.96787654,-0.452833558,,203.1977558,29.27174898,0.901420924
Thunnus_thynnus,Thunnus,Scombridae,M,B,NA,transparent,Transparent,None,Blue-Grey-Yellow,Pelagic,2,2,No,0,985,492.5,19.7210014,238.5546653,0.232772112,-26.08601351,40.9380318,40.9380318,0,-6.967909546,-0.445909143,,314.9060771,-84.43499297,0.821552045
Pseudochaenichthys_georgianus,Pseudochaenichthys,Channichthyidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Black-Grey*,NA,NA,NA,No,0,475,237.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,200.6951593,31.84890834,1.060615199
Xiphister_atropurpureus,Xiphister,Stichaeidae,M,NA,NA,white envelope,White,Guanine,Black-Brown,NA,NA,NA,No,8,12,10,10.53535894,288.9537109,1.487007599,NA,NA,NA,1,-58.19601901,-0.098598039,,279.6302315,-48.71844934,-0.159048819
Myoxocephalus_scorpius,Myoxocephalus,Cottidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-White,Demersal,1,0,No,0,451,225.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,201.4915695,31.02712361,1.0012571
Callionymus_lyra,Callionymus,Callionymidae,M,NA,NA,transparent,Transparent,None,Blue-Brown,Pelagic,2,2,No,5,430,217.5,15.0259802,258.2199701,0.395896954,1.428751035,51.16619446,51.16619446,0,-27.16329458,-1.401869607,,212.6963339,19.48083244,0.247875298
Lepidonotothen_squamifrons,Lepidonotothen,Nototheniidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,10,900,455,NA,NA,NA,NA,NA,NA,0,NA,NA,,207.6261643,24.68974789,0.505327804
Hippoglossus_hippoglossus,Hippoglossus,Pleuronectidae,M,NA,NA,clear,Transparent,None,Brown,Pelagic,2,2,No,50,2000,1025,NA,NA,NA,NA,NA,NA,0,NA,NA,,267.1144056,-36.00508536,-0.289399564
Cepola_macrophthalma,Cepola,Cepolidae,M,NA,NA,transparent,Transparent,None,Red,Pelagic,2,2,No,15,400,207.5,17.74540595,241.2359137,0.301194861,2.965782504,43.12553961,43.12553961,0,-9.969786283,-1.888409201,,215.38989,16.63168495,-0.321513023
Opisthocentrus_ocellatus,Opisthocentrus,Stichaeidae,M,NA,NA,colourless yolk,Transparent,None,Green,NA,NA,NA,No,0,335,167.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,257.6979418,-26.52146484,-0.817877869
Trachurus_symmetricus,Trachurus,Carangidae,M,NA,NA,clear envelope,Transparent,None,Blue-Green-Grey,NA,NA,NA,No,0,400,200,10.94650139,285.5054372,0.864370742,-137.4435981,51.62573857,51.62573857,0,-54.73143885,-0.335903485,,260.6362339,-29.31742157,0.209758959
Engraulis_eurystole,Engraulis,Engraulidae,M,NA,NA,Transparent;,Transparent,None,Green-Grey,NA,NA,NA,No,124,282,203,24.19397637,217.8766753,0.336109155,-80.61364846,32.83653125,32.83653125,0,14.18120086,0.103549464,,205.2235081,27.16333521,0.65470888
Maurolicus_muelleri,Maurolicus,Sternoptychidae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,271,1524,897.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,201.9523668,30.55130491,0.965117209
Limanda_limanda,Limanda,Pleuronectidae,M,NA,NA,transparent,Transparent,None,Brown-Yellow,NA,NA,NA,No,20,150,85,8.441673162,301.1148323,0.562734331,18.77922954,63.38654991,63.38654991,0,-70.53435753,0.105844213,,211.5375312,20.67438245,0.322760028
Epinephelus_guttatus,Epinephelus,Serranidae,M,NA,NA,transparent,Transparent,None,Brown-Orange,NA,NA,NA,No,NA,NA,NA,27.0791542,204.6624691,0.096089444,-79.47256424,20.34566641,20.34566641,0,27.70144736,0.480949761,,237.6315341,-6.265012838,-1.696090113
Syngnathus_leptorhynchus,Syngnathus,Syngnathidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Green,Benthic,0,1,No,0,5,2.5,12.91444003,272.7876145,0.941230838,-125.386179,45.52113172,45.52113172,2,-41.86949566,-0.767429045,,261.2653508,-30.26900789,-1.434964842
Liopsetta_glacialis,Liopsetta,Pleuronectidae,M,B,F,clear yolk,Transparent,None,Brown-Green-White,NA,NA,NA,No,0,90,45,1.428789198,359.1745578,0.597397279,85.92449139,71.25852046,71.25852046,0,-128.8854414,4.012668075,,204.9241248,27.45672444,0.594956623
Porichthys_notatus,Porichthys,Batrachoididae,M,NA,NA,yellowish to orange ,Yellow-Orange-Amber,Carotenoid,Brown*-Grey,Benthic,0,1,No,0,366,183,12.83142252,273.233653,1.00399705,-124.893668,45.13433264,45.13433264,1,-42.32319198,-0.76604854,,212.3006122,19.94858818,0.59134044
Clupea_harengus,Clupea,Clupeidae,M,B,NA,transparent,Transparent,None,Blue-Grey,Demersal,1,0,No,0,364,182,5.259448872,323.2612404,0.545988911,31.40121162,72.93440215,72.93440215,0,-92.88622909,1.097701481,,209.8275401,22.42060799,0.353798636
Spondyliosoma_cantharus,Spondyliosoma,Sparidae,M,NA,NA,yellow,Yellow-Orange-Amber,Carotenoid,Grey,Demersal,1,0,No,5,300,152.5,18.08409146,243.0034743,0.360268936,5.346261219,43.46044473,43.46044473,1,-11.64352715,-1.226918561,,203.147548,29.33598548,0.970830611
Phytichthys_chirus,Phytichthys,Stichaeidae,M,NA,NA,white envelope,White,Guanine,Brown-Green,NA,NA,NA,No,0,12,6,8.290599917,302.7258501,1.150438515,NA,NA,NA,NA,-72.14536688,0.257007465,,239.4657523,-8.06900123,-1.364318199
Pseudopleuronectes_americanus,Pseudopleuronectes,Pleuronectidae,M,NA,NA,clear,Transparent,None,Black-Brown,NA,NA,NA,No,5,143,74,NA,NA,NA,NA,NA,NA,0,NA,NA,,260.8061954,-29.69425157,-0.867268472
Anoplarchus_purpurescens,Anoplarchus,Stichaeidae,M,NA,NA,envelope white,White,Guanine,Brown-Grey,Benthic,0,1,No,1,30,15.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,202.066293,30.51112798,1.365451228
Brama_dussumieri,Brama,Bramidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,1,300,150.5,26.177493,208.1786685,0.134715323,-83.62946731,-4.983327969,4.983327969,0,24.07890463,0.248925503,,211.3360497,20.90826777,0.475062991
Scomber_colias,Scomber,Scombridae,M,B,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,NA,NA,NA,21.74383341,225.9461599,0.196804991,10.35037148,37.21716313,37.21716313,0,5.796831855,-0.80316918,,204.0371279,28.38526822,0.731262516
Parachaenichthys_georgianus,Parachaenichthys,Bathydraconidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown*,NA,NA,NA,No,5,270,137.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,202.3527115,30.31403957,1.864285329
Agonus_cataphractus,Agonus,Agonidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey*,NA,NA,NA,No,0,270,135,8.342627683,310.9334767,0.528589076,16.94863703,63.77986107,63.77986107,0,-80.2001392,1.834500483,,202.668607,29.87965767,1.267905559
Ophichthus_gomesii,Ophichthus,Ophichthidae,M,NA,NA,pale yellow,Yellow-Orange-Amber,Carotenoid,Brown,Benthic,0,1,No,1,450,225.5,25.88001247,210.1805604,0.242623233,-67.93641841,11.62524151,11.62524151,0,22.05661243,0.328926366,,202.9489782,29.50872122,0.815712249
Scomberesox_saurus,Scomberesox,Scomberesocidae,M,NA,NA,clear,Transparent,None,Brown-Grey,NA,NA,NA,No,0,30,15,16.63043043,253.5475619,0.324337377,-22.36328014,45.09742901,45.09742901,0,-22.2740149,-0.694336411,,213.5641066,18.5199257,-0.162789778
Pareques_umbrosus,Pareques,Sciaenidae,M,NA,NA,transparent,Transparent,None,Grey,Pelagic,2,2,No,5,91,48,26.03199434,209.4356679,0.191796407,-87.71415442,26.48396464,26.48396464,0,22.81677467,0.339729268,,289.6171614,-58.60972772,1.283123115
Sardinella_longiceps,Sardinella,Clupeidae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,20,200,110,27.73762485,202.064288,0.281033982,67.83934341,19.17949082,19.17949082,0,30.37676009,0.644749752,,211.0937645,21.08057984,0.082639396
Platycephalus_speculator,Platycephalus,Platycephalidae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,30,15.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,276.5416224,-45.7993883,-1.344561555
Salmo_trutta,Salmo,Salmonidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown,Demersal,1,0,No,0,28,14,NA,NA,NA,NA,NA,NA,0,NA,NA,,240.1419649,-8.88387696,-2.033500935
Scophthalmus_aquosus,Scophthalmus,Scophthalmidae,M,B,NA,clear,Transparent,None,Brown,NA,NA,NA,No,55,73,64,NA,NA,NA,NA,NA,NA,0,NA,NA,,206.6505607,25.58238802,-0.024516678
Icelinus_quadriseriatus,Icelinus,Cottidae,M,NA,NA,pale green,Green,Green,Brown*,NA,NA,NA,No,6,201,103.5,15.44163717,254.0390969,1.595388111,NA,NA,NA,0,-22.97805524,-1.770980864,,220.9055684,11.01732708,-0.325488382
Taurulus_bubalis,Taurulus,Cottidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-White*,NA,NA,NA,No,0,200,100,10.97642016,288.2791428,0.521228232,6.823804037,58.77808484,58.77808484,0,-57.45119429,0.209319576,,211.4380407,20.87977659,0.872959479
Remora_remora,Remora,Echeneidae,M,NA,NA,yellowish,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,0,200,100,24.03927014,217.2048862,0.162156913,44.51051505,58.98886007,58.98886007,0,14.81250014,-0.173390642,,202.3877239,30.13840557,1.124608548
Istiophorus_platypterus,Istiophorus,Istiophoridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,Pelagic,2,2,No,0,0,0,24.51145804,215.1488711,0.150917482,-85.77319343,3.407684514,3.407684514,0,16.92046172,-0.091797128,,293.9714652,-63.03067269,1.339478405
Mycteroperca_phenax,Mycteroperca,Serranidae,M,B,NA,clear yolk,Transparent,None,Brown,NA,NA,NA,No,30,100,65,26.222063,208.1308854,0.170794959,-87.49304453,25.99731056,25.99731056,0,24.13414286,0.283831771,,282.954314,-52.39097649,-1.688213852
Pleuronichthys_decurrens,Pleuronichthys,Pleuronectidae,M,NA,NA,transparent,Transparent,None,Brown-White,NA,NA,NA,No,8,533,270.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,216.4818443,15.49706453,-0.444506613
Ompok_bimaculatus,Ompok,Siluridae,NA,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,270.9597921,-39.546755,1.675969618
Arius_maculatus,Arius,Ariidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,50,100,75,NA,NA,NA,NA,NA,NA,2,NA,NA,,206.5787872,25.754376,0.498224572
Makaira_mazara,Makaira,Istiophoridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,,257.1432304,-26.0247785,-1.176481544
Spicara_smaris,Spicara,Sparidae,M,NA,NA,transparent yolk,Transparent,None,Blue-Grey,NA,NA,NA,No,15,328,171.5,19.55745908,235.1437374,0.14979231,15.32493358,37.85488808,37.85488808,1,-3.646897858,-1.240929018,,236.2095164,-4.391872734,0.553983001
Paramonacanthus_japonicus,Paramonacanthus,Monacanthidae,M,NA,NA,transparent,Transparent,None,Brown,NA,NA,NA,No,34,46,40,28.09004722,202.7164569,0.155280797,114.7567103,0.462954835,0.462954835,1,29.80150802,1.112308152,,284.6624291,-53.67852946,0.694013425
Bairdiella_chrysoura,Bairdiella,Sciaenidae,M,B,F,clear,Transparent,None,Grey,NA,NA,NA,No,NA,NA,NA,22.73713397,222.2735067,0.366050709,-83.0174934,31.36407019,31.36407019,0,9.590141298,-0.510199896,,205.6923024,26.66831442,0.560118091
Nuchequula_nuchalis,Nuchequula,Leiognathidae,M,B,NA,transparent,Transparent,None,Grey-Yellow,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,227.6787035,3.92223897,-1.391155111
Prognathodes_aculeatus,Prognathodes,Chaetodontidae,M,NA,NA,transparent,Transparent,None,Orange-White,NA,NA,NA,No,1,100,50.5,27.52582789,202.848166,0.080911246,-76.29625978,17.60712067,17.60712067,0,29.56716863,0.582425346,,201.4387213,31.05781843,0.879254467
Dactylopterus_volitans,Dactylopterus,Dactylopteridae,M,B,NA,transparent,Transparent,None,Blue-Brown-Yellow,NA,NA,NA,No,1,100,50.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,213.9302582,18.3823453,1.079190932
Lactoria_diaphana,Lactoria,Ostraciidae,M,B,NA,colourless,Transparent,None,Brown-Grey,NA,NA,NA,No,8,50,29,NA,NA,NA,NA,NA,NA,0,NA,NA,,206.0457464,26.37710425,0.922078892
Parophrys_vetulus,Parophrys,Pleuronectidae,M,NA,NA,"Thin, transparent envelope",Transparent,None,Brown-White-Yellow,NA,NA,NA,No,0,550,275,NA,NA,NA,NA,NA,NA,0,NA,NA,,216.6249533,15.19692479,-1.260739757
Platichthys_stellatus,Platichthys,Pleuronectidae,M,B,F,orange; yellow envelope,Yellow-Orange-Amber,Carotenoid,Black-Brown-White,NA,NA,NA,No,0,375,187.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,351.8635637,-121.0443083,6.127813406
Sphyraena_borealis,Sphyraena,Sphyraenidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,10,65,37.5,25.192595,213.8280738,0.230500951,-71.31457912,17.47361333,17.47361333,0,18.34488934,0.331828917,,293.1390425,-62.33053065,0.56250201
Balistes_capriscus,Balistes,Balistidae,M,NA,NA,transparent,Transparent,None,Brown-Green-Grey,NA,NA,NA,No,0,100,50,22.0481474,227.1702239,0.278253259,-69.95931205,16.28830708,16.28830708,1,4.650714442,-0.27652456,,202.6931872,29.86682118,1.332258074
Myoxocephalus_quadricornis,Myoxocephalus,Cottidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Brown*,NA,NA,NA,No,0,100,50,2.974423589,354.9324868,0.571741015,66.38424951,68.89917119,68.89917119,1,-124.4299299,4.742441288,,237.5297642,-6.077472133,-1.252474447
Hirundichthys_coromandelensis,Hirundichthys,Exocoetidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,254.3788039,-23.34723819,-1.8948487
Liparis_liparis,Liparis,Liparidae,M,NA,NA,transparent,Transparent,None,Brown,NA,NA,NA,No,1,300,150.5,9.478589125,298.4966927,0.584081733,4.336796253,59.99299064,59.99299064,0,-67.76905497,0.637776011,,208.1433112,24.1261448,0.308390944
Sarda_orientalis,Sarda,Scombridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,1,167,84,25.7219539,210.6771336,0.240836969,124.5635832,25.71421507,25.71421507,0,21.53930759,0.265972813,,208.6477572,23.64310061,0.468784056
Pomacanthus_arcuatus,Pomacanthus,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,2,30,16,27.12598301,205.1297403,0.146798403,-72.63045591,15.38341111,15.38341111,0,27.25103627,0.613860117,,240.6998172,-9.409128624,-1.808930194
Pegasus_lancifer,Pegasus,Pegasidae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,20,60,40,16.95618591,244.5426638,0.424522439,135.5698953,-37.05724675,37.05724675,0,-13.36562279,-2.048905089,,200.7820498,31.64173377,0.433256236
Acanthurus_nigroris,Acanthurus,Acanthuridae,M,NA,NA,transparent,Transparent,None,Blue-Brown,NA,NA,NA,No,1,90,45.5,25.22716622,210.8806144,0.050165065,-160.2035306,21.90688321,21.90688321,0,21.24736073,-0.182342161,,231.0210313,0.363634925,-2.220309299
Acanthurus_triostegus,Acanthurus,Acanthuridae,M,NA,NA,transparent,Transparent,None,Green-Grey-Yellow,NA,NA,NA,No,0,90,45,27.59742811,203.7472698,0.145191693,124.2814584,3.912836765,3.912836765,0,28.69706482,0.819982922,,230.5447185,1.10890733,-0.843966105
Echeneis_naucrates,Echeneis,Echeneidae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,85,43,26.69823044,206.8657466,0.192975531,106.9808634,2.391100394,2.391100394,0,25.46576472,0.51641472,,256.5111564,-25.39987469,-1.27365518
Pegusa_lascaris,Pegusa,Soleidae,M,B,NA,transparent,Transparent,None,Brown,NA,NA,NA,No,5,350,177.5,19.47037553,236.7007861,0.391326992,8.123957302,33.01458986,33.01458986,0,-5.192979416,-1.036928983,,291.6455012,-60.91967724,-0.014470633
Aluterus_schoepfii,Aluterus,Monacanthidae,M,NA,NA,green,Green,Green,Grey-Yellow*,NA,NA,NA,No,3,900,451.5,25.37617689,213.051351,0.24854852,-71.02420758,17.88587408,17.88587408,0,19.14220326,0.367761106,,242.0823037,-10.86148405,-2.048394436
Serranus_cabrilla,Serranus,Serranidae,M,NA,NA,transparent,Transparent,None,Brown-White,NA,NA,NA,No,5,500,252.5,20.76408015,230.3519568,0.242092973,9.646649567,32.82123762,32.82123762,0,1.285687496,-0.946484709,,201.1033754,31.53965858,1.621786571
Neoclinus_blanchardi,Neoclinus,Chaenopsidae,M,NA,NA,clear,Transparent,None,Blue-Brown-Green-Grey-Red-Yellow,Benthic,0,1,No,3,73,38,16.74950207,248.4199322,0.749644989,-118.0710457,31.76474885,31.76474885,1,-17.21369084,-1.530927557,,205.624138,26.7257197,0.496879212
Orthopristis_chrysoptera,Orthopristis,Haemulidae,M,B,NA,transparent,Transparent,None,Blue-Brown,NA,NA,NA,No,NA,NA,NA,24.44828133,214.4681144,0.263035922,-86.7284393,27.46536456,27.46536456,0,17.57759392,-0.280472115,,292.8595728,-62.14857423,0.021084621
Polydactylus_oligodon,Polydactylus,Polynemidae,M,B,NA,transparent,Transparent,None,Grey,Pelagic,2,2,No,NA,NA,NA,27.36648539,204.7538629,0.189528642,-52.51925741,-0.078794929,0.078794929,0,27.66508289,0.780265088,,220.4340706,11.51242688,-0.245017442
Holacanthus_tricolor,Holacanthus,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Black-Yellow,NA,NA,NA,No,3,92,47.5,27.1085411,205.1937236,0.148941937,-72.50153368,15.2136431,15.2136431,0,27.18492546,0.608621453,,239.2815467,-7.842866629,-1.160069328
Stephanolepis_hispidus,Stephanolepis,Monacanthidae,M,NA,NA,green,Green,Green,Yellow,NA,NA,NA,No,0,293,146.5,24.81903283,215.9409172,0.276985257,-70.06544738,15.82427131,15.82427131,0,16.19943224,0.357709011,,228.0000152,3.554778117,-1.604839764
Solea_ovata,Solea,Soleidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,200.745033,31.84008016,1.282153683
